	brain_1	brain_2	brain_3	liver_1	liver_2	liver_3
ENSSSAG00000104869	15.0674	20.219	39.0824	6.05358	3.00188	3.04603
ENSSSAG00000104871	102.412	30.20281	5.4706	0.288167	0	0
ENSSSAG00000104872	41.4851	82.5817	73.3226	20.7451	16.7515	10.6447
ENSSSAG00000104873	216	825	372.324	222.9997	223.3589	208.9998
ENSSSAG00000104877	2.9396	7.01034	3.03002	0	0	0.5
ENSSSAG00000104879	42.87501	127.8738	54.7958	29.179	10.7544	10.512581
ENSSSAG00000104882	306.29	623.569	170.983	17.2501	27.7624	27.4967
ENSSSAG00000104885	319.6104	924.89071	374.2201	65.954	86.72757	69.4735
ENSSSAG00000104886	39	18	8	0	0	1
ENSSSAG00000104893	666.4789	1447.47625	440.78244	11.80216	3.00019	8.88115
ENSSSAG00000104894	176.657	393.63	196.105	30.6397	54.3898	22.9541
ENSSSAG00000104897	1249.759	2704.366	1583.316	302.5605	231.6883	264.1118
ENSSSAG00000104898	367.984	680.752	594.316	0	0	6.68843
ENSSSAG00000104899	6.09095	42.3957	18.3304	6.01562	3.22635	4.50093
ENSSSAG00000104904	109.5369	237.6583	142.043224	41.24973	58.02715	44.7689
ENSSSAG00000104905	354.4141477	392.244223	208.5301	9.24209	9.63836	1.54494
ENSSSAG00000104907	41.5244	78.1421	28.6097	24.1743	18.8116	28.6115
ENSSSAG00000104908	270.30168	702.78733	233.66413	4.05614	5.52144	9.40947
ENSSSAG00000104909	157	533.00079	180	23.22342	19.00001	10
ENSSSAG00000104910	150	473.9999	109	17	11	25.00004
ENSSSAG00000104911	12.6489	32.9734	24.2172	0	5.95048	5.97407
ENSSSAG00000104912	222.186	917.188	289.497	75.5387	53.3884	48.8931
ENSSSAG00000104918	105.048	3680.07	91.4564	24.7011	22.7498	16.7268
ENSSSAG00000104921	26.066	86.2339	23.038	15.6626	6.18499	12.3882
ENSSSAG00000104922	535.058	121.571	224.914	22.002	15.6931	16.0023
ENSSSAG00000104926	107.58677	414.1614	49.7663	8.10717	3.00258	2.01825
ENSSSAG00000104928	2.01876	2.03039	1.00748	0	0	1
ENSSSAG00000104931	1	0	0	0	0	2
ENSSSAG00000104932	0	2.0115	0	0	0	0
ENSSSAG00000104933	0	1.21392	1.27958	1.0583	0	0
ENSSSAG00000104937	30	59	107	177	179	156
ENSSSAG00000104939	1102.43	4321.45	962.213	369.835	350.642	377.564
ENSSSAG00000104942	213.4574	530.989	229.2549	51.65992	102.3457	85.6705
ENSSSAG00000104943	13414.72	29061.9	10087.63	372.6032	311.3355	667.7151
ENSSSAG00000104944	3.18817	1.13474	1	1	0	0
ENSSSAG00000104946	5.31075	30.344	6.51737	3.47722	7.78097	2.33993
ENSSSAG00000104947	492.465	1070.22	466.725	353.685	417.53	345.107
ENSSSAG00000104948	2207.876	7533.96	3166.933	573.9998	667.0001	702.00024
ENSSSAG00000104950	8	21.99997	14.00001	3	7	1
ENSSSAG00000104951	84.3192	251.377	154.19772	24.63412059	32.2904	27.0685
ENSSSAG00000104952	723.503	2103.084	756.3435612	338.623893	343.21724	269.6841236
ENSSSAG00000104953	236.757	219.897	298.989	31.8866	19.7845	24.2939
ENSSSAG00000104954	46.8514	55.3039	31.2058	61.75	47.6057	50.5
ENSSSAG00000104955	142926	156359	94538.6	125.062	139.776	113.772
ENSSSAG00000104958	1.04442	8.41207	6.93259	0	1.12048	0
ENSSSAG00000104960	469.92	1490.79	639.767	83.8188	75.2716	68.589
ENSSSAG00000104962	133.941	500.142	174.769	81.3225	85.9037	101.849
ENSSSAG00000104966	0	0	5.26751	1.22232	1.75792	1.00703
ENSSSAG00000104970	38	115.323	33	13	11.012	8
ENSSSAG00000104972	80.3405	136.0563	138.6056	31.18698	18.5176	36.5607
ENSSSAG00000104977	46.2702	177.006	58.2329	5.71133	19.3825	40.8634
ENSSSAG00000104978	66.22293	623.06222	59.95829	41.763	24.6308	36.5868
ENSSSAG00000104980	217.0004	834	292.0005	154	215.9997	138
ENSSSAG00000104982	165.556	405.026	207.246	34.5312	42.9163	34.2582
ENSSSAG00000104983	58.80909	218.6541	77.07499	165.8922	87.26915	58.2194
ENSSSAG00000104985	0	2	1	0	0	0
ENSSSAG00000104987	51.6504	183.226	105.313	48.0242	38.813	40.0993
ENSSSAG00000104990	1046.83	1686.24	5172.15	682.371	626.706	587.414
ENSSSAG00000104993	7.75557	10.5549	2.85081	1.42421	1.42416	3.80771
ENSSSAG00000104994	221.326	6062.72	187.778	39.0998	42.5054	41.688
ENSSSAG00000104995	38.7977	58.0733	59.7329	46.1408	39.985	62.6824
ENSSSAG00000104996	0	0	4.62977	0	1.47156	0
ENSSSAG00000104997	2.02718	3.31213	4.72143	2.02502	0	1.01284
ENSSSAG00000104998	4	5	5	69	61	43
ENSSSAG00000104999	0	0	0	0	0	4.76008
ENSSSAG00000105000	130.973	372.542	153.006	114.897	68.6697	91.9852
ENSSSAG00000105001	51.7193	105.14	35.5884	3	0	0
ENSSSAG00000105002	4552.196	13352.671	3519.4248	210.57153	173.2299	181.1554
ENSSSAG00000105004	0	0	0	0	0	0
ENSSSAG00000105006	60.44	144.984	58.2832	0	0	0
ENSSSAG00000105007	341.02842	1198.95007	415.4827	75.07619	76.95923	68.92381
ENSSSAG00000105008	4.238624235	14.56446173	9.4659274	3.590932311	1.546671616	1.985253399
ENSSSAG00000105009	2.4921	0	2.56583	0	8.24546	0
ENSSSAG00000105013	0.857695	34.9424	54.3198	1.49021	12.13082358	4.29811
ENSSSAG00000105015	9.11616	5.16124	3.69227	0	1.30904	0
ENSSSAG00000105016	0	0	0	0	0	0
ENSSSAG00000105017	0	2.58202	5.0817	2.03553	0	1.01877
ENSSSAG00000105018	10.66347	99.56432	26.8505	4.45057	7.34919	4.2776
ENSSSAG00000105023	93.07655	304.9358	210.3403	16.7919	21.3091	23.7559
ENSSSAG00000105024	0	0	2.64975	0	0	0
ENSSSAG00000105028	27.2489	67.2214	94.9	94.7261	82.1732	81.9497
ENSSSAG00000105031	194.9997	944.6413	122	3	4	3.000002245
ENSSSAG00000105032	15.0136	18.018	24.0358	4	6	3.0011
ENSSSAG00000105033	0	0	0	0	0	0
ENSSSAG00000105034	1.01907	1.03213	3.03076	0	0	0
ENSSSAG00000105037	0	2.22534	1.07782	0	1.0101	1.01944
ENSSSAG00000105039	43.6059	61.0667	34.0264	11.8255	26.2071	11.7038
ENSSSAG00000105041	0	6.49588	0	58.1086	52.6222	25.5384
ENSSSAG00000105043	18.03285	68.4476	16.38859	1.22012	6.00458	1
ENSSSAG00000105044	59.0892	58.0263	78	248	362.7064	225.0004
ENSSSAG00000105047	6.90784	5.81415	12.0473	9.81996	6.98645	1.23408
ENSSSAG00000105051	0	0	0	0	0	0
ENSSSAG00000105053	25.203	80.2349	36.4842	21.5395	19.6514	28.8036
ENSSSAG00000105059	174.826	537.786	233.071	90.2331	88.7046	87.0719
ENSSSAG00000105060	101.93134	352.5855	101.5004	54.97421	64.81616	48.3986
ENSSSAG00000105062	51.9342	79	34	1.21709	2.18574	0
ENSSSAG00000105065	0	0	0	0	0	0
ENSSSAG00000105068	14	7	3	21	36	48
ENSSSAG00000105069	151.973	252.31	178.218	132.567	82.8282	131.564
ENSSSAG00000105071	0	0	0	0	0	1.57636
ENSSSAG00000105072	12.5627	18.918	24.2044	9.65663	4.77802	4.96372
ENSSSAG00000105073	0	14.09913	3.98115	0	2.27058	0
ENSSSAG00000105074	0	0	2	0	0	0
ENSSSAG00000105075	14	9.20174	62.3992	55	33.7247	48
ENSSSAG00000105076	68.0269	143.977	347.175	120.287	104.556	168.983
ENSSSAG00000105080	489.4218384	1126.081956	620.811082	165.9410413	205.090719	274.49342
ENSSSAG00000105082	386.7124	1189.588	405.4709	137.4112	157.7082	141.8545
ENSSSAG00000105083	4266.72	11539.17	3362.91	571.3251209	589.2990027	681.7933728
ENSSSAG00000105087	575.37499	2629.96461	772.0645	368.1014	425.0796	512.6061
ENSSSAG00000105088	68.929	182.5955	99.514	23.158599	17.3434	12.4252
ENSSSAG00000105089	13.59735	2.7389378	10.6119	13.2268	19.4542	20.2869
ENSSSAG00000105090	46.07712	88.94983	53.7133	12.0238	17.5893	5.00672
ENSSSAG00000105094	1.05436	1.20666	3.4075	0	0	0
ENSSSAG00000105095	96	153	98	5	10	9
ENSSSAG00000105098	3.17863	10.7916	4.17327	1.09062	2.20083	1.04366
ENSSSAG00000105099	16.32213	19.98761	98.31812	15.57773	10.0859	7.73766
ENSSSAG00000105101	3	11	3.7736	0	0	1
ENSSSAG00000105103	59.8954	247.458	86.0334	32.4799	20.1082	28.7239
ENSSSAG00000105107	86	272.9999	75	9	8	9
ENSSSAG00000105108	299.5727063	574.433124	149.040369	10.62143924	147.3637827	4.81363
ENSSSAG00000105109	72.3003	2134.006	95.5312	4.37483	9.30224	1.05981
ENSSSAG00000105110	396.898	1218.283	261.1899	4	3	3
ENSSSAG00000105112	72.9338	218.644	73.1499	22.0033	20.1064	22.7987
ENSSSAG00000105113	0	0	0	0	0	0
ENSSSAG00000105115	54	185	52	31	22	22
ENSSSAG00000105117	0	0	0	0	0	0
ENSSSAG00000105118	12.6985	18.4151	5.54299	15.9484	11.5054	6.75882
ENSSSAG00000105119	229.1273	724.851	311.2216	150.0168	173.1171	123.0332
ENSSSAG00000105120	36.6259	112.964	49.6362	87.0926	23.956	76.9093
ENSSSAG00000105121	0	0	1.23319	0	0	0
ENSSSAG00000105123	200.945	421.061	146.486	153.096	195.236	150.691
ENSSSAG00000105124	313.323031	678.43041	443.02791	234.406893	221.89147	229.628165
ENSSSAG00000105127	15.3533	55.0238	26.6226	9.25832	0.786155	2.54307
ENSSSAG00000105128	3	0	1	1	0	0
ENSSSAG00000105129	79.9063	419.928	193.716	199.333	217.809	183.147
ENSSSAG00000105130	166.9733819	293.8175853	448.59784	268.3621	350.21957	384.7764
ENSSSAG00000105131	135.8022	182.0617	252.2938	110.8175	147.7599	105
ENSSSAG00000105133	6.41043	26.0367	13.3309	8.23597	7.8586	5.38297
ENSSSAG00000105134	6.38223	15.2416	7.77252	0	0	0
ENSSSAG00000105135	0	1	0	0	0	0
ENSSSAG00000105138	57.6646	90.95052831	86.9056663	0	0	0
ENSSSAG00000105140	0	4.36141	0	0	1.02659	0
ENSSSAG00000105141	294.06894	1288.43327	475.64708	151.0728	112.11499	102.7707
ENSSSAG00000105142	15.9213	24.3007	10.4633	12.569	6.53286	8.72475
ENSSSAG00000105146	4.75883	2.49358	3.00119	1.00179	1.29497	1.24433
ENSSSAG00000105147	1037.68	4626.84	1107.09	44.4478	16.0441	28.7654
ENSSSAG00000105148	0	6.54529	2.14132	0	0	0
ENSSSAG00000105149	5.33067	17.8785	5.31646	6.36211	1.08727	2.23058
ENSSSAG00000105150	683.406151	1869.85535	802.1951	282.4865	335.1128093	254.8146358
ENSSSAG00000105152	3.57012	35.5571	7.57002	7.97095	11.5147	10.0945
ENSSSAG00000105154	31.0297	61.5155	31.7475	24.7878	21.9328	30.0074
ENSSSAG00000105155	79.9399	250.101	69.0526	73.3427	52.5406	49.8682
ENSSSAG00000105157	43.6609	115.357	75.1165	30.8124	53.9682	40.7688
ENSSSAG00000105163	2.174	17.7016	3.35884	18.7316	6.6162	2.81702
ENSSSAG00000105164	22.5647	38.8521	23.43	13.2892	5.60739	6.84424
ENSSSAG00000105165	5	69.4185	8	1	0	0
ENSSSAG00000105167	4	0	0	0	0	0
ENSSSAG00000105169	527.1155326	1790.84	657.1359	5693.665	6247.6616	6396.912
ENSSSAG00000105171	0	0	0	0	0	0
ENSSSAG00000105172	14.0421	56.9649	16.2529	0	0	0
ENSSSAG00000105173	52.6919	134.388	82.5975	2.08453	3.23849	4.37352
ENSSSAG00000105175	0	5.30691	3.1504	0	3.64966	5.35712
ENSSSAG00000105176	16.8731	39.2497	4.25429	11.2198	7.55331	6.08268
ENSSSAG00000105178	380.187	706.854	260.31	5.4275	4.14784	0
ENSSSAG00000105179	33.16872546	34.0121	44.12561	17.2828	14.27168	16.5911
ENSSSAG00000105180	117.95	225.092	128.69	94.8859	142.596	272.295
ENSSSAG00000105183	575.5678	1545.792	673.537	257.69839	251.7286	181.12014
ENSSSAG00000105184	478.0747	1375.5856	1505.649	603.65123	677.39084	529.63859
ENSSSAG00000105186	10.365	26.8982	29.0896	1.29139	1.42636	4.57716
ENSSSAG00000105188	249.2567	470.6444	293.53646	159.0113	265.82963	111.3206
ENSSSAG00000105196	0	0	0.666667	0	0	0.2
ENSSSAG00000105197	271.3492	1841.876	255.8650003	136.392	142	81.00001
ENSSSAG00000105200	0	0	0	0	0	0
ENSSSAG00000105201	0	0.844414	0.547267	0	1.83333	2.07116
ENSSSAG00000105202	0	1.42559	0	0	0	0.000380281
ENSSSAG00000105203	50.303	245.83	140.517	56.705	53.8557	72.8278
ENSSSAG00000105207	0	2	36	0	0	0
ENSSSAG00000105208	129	78	230	72	38	60
ENSSSAG00000105210	0	0	0	0	0	0
ENSSSAG00000105212	0	0	0	0	0	0
ENSSSAG00000105215	2.00255	9.06121	4.07373	38.141	24.2024	33.0271
ENSSSAG00000105218	35.83652	266.4913	85.66708	2196.629	3708.8464	2454.8746
ENSSSAG00000105220	2.44817	2.12852	1.19096	0	0	1.01025
ENSSSAG00000105221	472.000456	1466.996	418.9997002	141	177.99988	163.9999039
ENSSSAG00000105222	37.06881	70.12765	56.74199	855.7123	535.4198301	815.00388
ENSSSAG00000105223	5736.69376	9825.136033	2236.95545	4.649598287	0	6.273053956
ENSSSAG00000105228	0	0	1.33351	0	1.82354	0
ENSSSAG00000105233	7.22339	29.6321	22.7384	12.9628	4.48714	1.76682
ENSSSAG00000105234	41.7197	62.8176	74.0095	12.4443	12.8323	12.6448
ENSSSAG00000105235	24.6267	71.5529	59.3194	14.1648	13.3995	10.5735
ENSSSAG00000105240	0	0.0153994	18.678	0.2	6.99131	7.97619
ENSSSAG00000105241	53.6812	125.1189013	43.1385	15.1766	3.1114	8.84067
ENSSSAG00000105245	20.15672147	41.16941418	144.6654	12.36942549	37.87081155	1
ENSSSAG00000105246	0	0	0	0	0	0
ENSSSAG00000105247	207.533	683.983	262.795	146.571	232.949	251.642
ENSSSAG00000105250	6.41224	9.16877	4.78715	1.18357	2.06205	0
ENSSSAG00000105251	0	7.56442	6.43309	0	0	0.332164
ENSSSAG00000105252	47.1598	64.5618	78.5814	127.142	178.14668	165.913
ENSSSAG00000105254	42.3865	15.38047065	3.36083	12.4786	4.73525	10.1421
ENSSSAG00000105259	0	0	1.03013	2.30486	0	0
ENSSSAG00000105262	168.5704	219.998002	472.7673	778.274	165.6113	256.9127
ENSSSAG00000105266	16.1454565	33.1786966	14.3161862	0	4.0144378	3.0525793
ENSSSAG00000105270	100.677	260.529	93.7391	2289.7	2368.67	1298.6
ENSSSAG00000105271	0	5	5	4	2	2
ENSSSAG00000105272	21.0693	36.6821	60.9921	17.3661	17.6548	9.47603
ENSSSAG00000105274	145.5577	194.7240001	131.8757	133.617	201.1702	118.4312
ENSSSAG00000105275	43.4774	109.7782	40.52622	33.8203	34.8094	31.25584
ENSSSAG00000105280	484.313	1065.8212	551.157	122.216	122.3288	82.8455
ENSSSAG00000105285	50.9739	1680.8	100.241	0	1	3
ENSSSAG00000105286	6.41858	1.38491	2.43469	4.49946	0	0
ENSSSAG00000105287	613.352	1934.193	448.53	96.9191	134.8696	100.4835
ENSSSAG00000105288	22.0395	54.06152952	21.00004	1.01725	4.15963	6
ENSSSAG00000105289	285.607	685.047	308.28	143.667	226.86	165.35
ENSSSAG00000105293	250.821	3982.52	259.279	52.1163	49.1111	48.0779
ENSSSAG00000105295	54.1136	140.549	58.0029	2.18438	3	3
ENSSSAG00000105299	0	0	0	0	0	0
ENSSSAG00000105301	22.80256003	47.6305	42.7027	23.75334	23.41239	21.14160013
ENSSSAG00000105302	1.60159	3.36285	1.59364	7.19823	1.49017	5.94884
ENSSSAG00000105303	529.7715436	1141.1616	739.0790161	130.7084594	123.3941743	121.8025662
ENSSSAG00000105304	9.0542	66.01293	13	9.23514	9.08839	13.83824
ENSSSAG00000105305	182.047	133.92	766.798	3	3	3
ENSSSAG00000105306	323.9998	772.9996	310.0002	222.0002	303.0001	247.99999
ENSSSAG00000105310	0	1	4	1	1	4
ENSSSAG00000105312	0	0	0	0	1	0
ENSSSAG00000105314	217.624	546.335	286.317	49.1546	97.69	74.5863
ENSSSAG00000105316	352.32101	874.05387	315.15662	212.71366	228.81062	173.95233
ENSSSAG00000105317	0	0	0	0.432665	0	0
ENSSSAG00000105318	37.64156	22.18512	19.79587	5.45193	2.55138	0
ENSSSAG00000105319	502.94	1079.28	445.13	164.532	178.75	149.952
ENSSSAG00000105321	95.0385	296.739	153.165	48.3229	66.8221	51.9681
ENSSSAG00000105322	1.00976	11.8664	3.00232	28.9859	67.2781	46.1205
ENSSSAG00000105323	1	1	2	1	0	0
ENSSSAG00000105328	73.3037	229.799	94.4219	28.1582	26.4026	26.2165
ENSSSAG00000105329	113.152	257.372	62.94742	40.468	29.173	33.1756
ENSSSAG00000105330	70.7021	162.453	140.758	143.602	234.327	193.532
ENSSSAG00000105331	17.9642	34.7093	41.2449	20.1657	22.2168	29.4461
ENSSSAG00000105333	18.5324	48.4104	25.1014	19.6453	12.346	12.6741
ENSSSAG00000105334	31.1916	36.8645	10.3707	32.0757	17.7498	9.82146
ENSSSAG00000105336	490.1185553	1961.554737	482.592937	208.2380396	235.6754961	242.9491755
ENSSSAG00000105337	7.64946	6.04133	5.03711	2.04293	1	2
ENSSSAG00000105338	0	0	0	0	0	0
ENSSSAG00000105339	32.1483	125.64	23.66277	10.63745	10.4903	9.686252
ENSSSAG00000105344	109.213	152.624	133.135	74.3662	103.803	82.7172
ENSSSAG00000105348	1079.755	2583.5506	1229.109207	339.39326	283.7649818	258.5806
ENSSSAG00000105349	671.4856	2274.6798	646.9124	55.2554	50.53043	57.7133
ENSSSAG00000105351	54	215.0001	12	0	0	0
ENSSSAG00000105352	28.0196	77.9651	36.8044	23.3365	26.96223	16.1793
ENSSSAG00000105357	118.2010332	371.40922	69.13474	1.0139686	1.048587	0
ENSSSAG00000105360	2	2	2	0	0	0
ENSSSAG00000105367	260.479	660.577	1445.228	70.1475	29.38062	31.7983
ENSSSAG00000105369	0	0	0	0	0	0
ENSSSAG00000105370	7.03817	8.11135	11.1701	7.06256	3.00319	9
ENSSSAG00000105373	13.098	9.86072	0	1.08871	2.02254	4.02115
ENSSSAG00000105375	5	1	11	7	0	2
ENSSSAG00000105376	728.072	1583.17	1220.07	1852	1895	1483.83
ENSSSAG00000105377	188.868	343.9692	245.5271	309.099	447.376	338.314
ENSSSAG00000105381	50.0281	69.6763	22.8821	379.438	247.305	384.708
ENSSSAG00000105384	0	2	0	0	0	0
ENSSSAG00000105389	0	0	0	0	0	0
ENSSSAG00000105390	62.5806	210.2940001	61.63858	12.4174	7.91779	12.59884
ENSSSAG00000105391	522.4499	886.605	480.6319	110.8879	95.1995	101.0988
ENSSSAG00000105392	786	3205.94	585.297	13.9575	21.6556	8
ENSSSAG00000105393	638.558	2024.82	362.817	98.5873	126.136	76.316
ENSSSAG00000105394	127.7851	159.1735	218.9704	15	22.95987	22.00000666
ENSSSAG00000105395	169.98766	200.1805	119.86243	404.54099	213.6916	71.20016
ENSSSAG00000105399	760.0003	1869.997	519.0002	50	77	55
ENSSSAG00000105400	99	1512.9998	181.9999	46.4533	17.3385	34.596
ENSSSAG00000105401	690.42	1536.6	369.805	2.99377	8.50915	5.7032
ENSSSAG00000105402	83.5784	220.327	62.693	9.11658	0	2.37926
ENSSSAG00000105404	149.9996	493.00059	245.9998	97	95	73
ENSSSAG00000105405	14.45613	6.301098	74.2046	0	0	0
ENSSSAG00000105414	2.76961	4.62844	1.13116	0	2.23232	0
ENSSSAG00000105415	478.414	1480.45	551.164	3362.44	3175.56	3608.26
ENSSSAG00000105416	0	0	0	0	0	0
ENSSSAG00000105417	9.77768	19.1201	9.08906	0	0	0
ENSSSAG00000105423	48	151.809	95.6069	65.6716	26.1796	39
ENSSSAG00000105424	421.0908	2816.136994	661.2568	25185.0169	25211.86052	25133.4963
ENSSSAG00000105425	204	704	246	42	47	34
ENSSSAG00000105430	86.6146	184.528	159.722	163.344	104.52	154.824
ENSSSAG00000105431	207	340.4085	85	2	1	0
ENSSSAG00000105434	77.9374	111.261	403.75	26.9323	26.2632	18.0793
ENSSSAG00000105435	9.38672	11.9564	30.5895	6.36869	7.88298	5.97724
ENSSSAG00000105437	23.8912	18.99703	86.3321	3	0	1
ENSSSAG00000105438	22.4589	10.5023	12.6311	1442.6434	1638.4774	1199.6398
ENSSSAG00000105440	647.38899	896.102	350.9117651	10.10660256	14.05232203	8.0132755
ENSSSAG00000105442	512.2766	1294.1579	581.3931171	278.6653404	346.4437	302.5042204
ENSSSAG00000105445	322.347	490.615	286.862	407.974	617.56	210.178
ENSSSAG00000105454	24.5266	31.5923	6.52584	10.4457	5.58535	4.70282
ENSSSAG00000105455	7.13491	20.5975	3.54071	0	4.58299	4.88424
ENSSSAG00000105456	120.794	372.113	101.892	28.3374	11.3365	17.0701
ENSSSAG00000105461	472.454	1577.42	546.319	246.601	331.4213	240.7835
ENSSSAG00000105463	14.0812	36.1132	5.51343	0	7.45982	1.19245
ENSSSAG00000105465	0	0	0	0	0	0
ENSSSAG00000105468	275.4022	814.7879	233.747217	30.89506	40.5054	15.50038
ENSSSAG00000105470	77.8801	175.548	90.1045	57.9871	44.3417	34.4
ENSSSAG00000105472	90.73	196.752	174.649	4.23701	7.51692	5.45187
ENSSSAG00000105474	441.732695	970.269353	489.963125	724.074018	864.483078	888.452624
ENSSSAG00000105475	18.8337	32.2848	23.4118	3.59507	4.68965	4.25812
ENSSSAG00000105476	0	0	0	0	0	0
ENSSSAG00000105477	0	20.0425	10.6537	5.3336	3.33765	0.765527
ENSSSAG00000105481	164.555	446.566	170.276005	67.5594	65.061883	66.758
ENSSSAG00000105485	449.286	1620	395.2247	610.054	727.19	403.997
ENSSSAG00000105488	0	0	0	0	0	0
ENSSSAG00000105489	0	1.32157	0	0	0	0
ENSSSAG00000105492	146.4331	604.3501	242.5567	77.97419	97.3112	57.8037
ENSSSAG00000105493	412.388	1049.28	715.641	585.483	589.416	601.037
ENSSSAG00000105494	25.2305	102.378	37.8484	15.7876	20.3394	16.7365
ENSSSAG00000105497	1.024811541	43.112	0	252.2714	227.9449	171.3646369
ENSSSAG00000105504	0	2	0	0	0	0
ENSSSAG00000105508	22.84486	310.988	92.6936	0	0	0
ENSSSAG00000105510	0	0	2	0	0	0
ENSSSAG00000105511	3.37331	6.04866	2.56258	7.54935	6.71637	12.7324
ENSSSAG00000105512	222.10476	709.1454	326.1573	203.25393	268.293	263.1504
ENSSSAG00000105513	0	0	0	0	0	0
ENSSSAG00000105516	183.393	699.2211	129.696	16.457136	18.7859	16.159255
ENSSSAG00000105517	243.133	213.1984	316.429	518.542	135.80198	118.507
ENSSSAG00000105519	0	13.442	7.55519	10.3174	0	0
ENSSSAG00000105520	649.005	1870.12	543.081	84.6711	76.1144	74.3216
ENSSSAG00000105523	3.500899045	14.2045	5.84545	0	0	2.340746
ENSSSAG00000105524	1146.26	1975.808	1099.17	213.5389	290.2802	240.1307
ENSSSAG00000105525	4892.76	11437.5	4294.06	1682.54	1348.22	1551.14
ENSSSAG00000105526	7.3752	0	10.0482	7.52841	0	3.33479
ENSSSAG00000105529	1.00015	2.23664	0	6.01669	1.72853	17.0194
ENSSSAG00000105530	302	701	271	78	73	50
ENSSSAG00000105531	28.38332	86.91301	39.99976	15.5044	1.22721	2.49369
ENSSSAG00000105533	125	419	200	81	78	68
ENSSSAG00000105534	1	21	2	1	0	1
ENSSSAG00000105535	2058.9301	14251.12493	1397.8258	14.77075	11.72	14.758423
ENSSSAG00000105536	28	66	67	3	0	5
ENSSSAG00000105539	2.234321619	9.251626923	7.855432137	5.08629299	1.999996	0
ENSSSAG00000105540	0	0	0	0	0	0
ENSSSAG00000105541	7.15776	11.014	13.39025	0	0.0467697	6.78971
ENSSSAG00000105544	4	12	5	0	0	0
ENSSSAG00000105548	883.1486	2219.692	1007.0004	108.627	155.9973726	155.308
ENSSSAG00000105550	24.5895	94.2055	27.7097	16.4406	12.5751	25.3647
ENSSSAG00000105554	4.85106	12.0145	3.7102	1.16913	1.03226	2.47236
ENSSSAG00000105556	56.2478	194.327	66.1465	2.42135	1.08028	0
ENSSSAG00000105557	61.5256	83.0661	238.469	26.512	15.0914	27.747
ENSSSAG00000105559	3979.635765	7745.709124	8417.269283	2240.562308	2764.952016	4348.327539
ENSSSAG00000105560	1002.1164	1462.8493	600.1281038	399.83723	433.5205	317.5881
ENSSSAG00000105564	3.47965	19.05524	11.01103	5.96745	15.001018	7.00565
ENSSSAG00000105566	0	1	0	0	0	0
ENSSSAG00000105567	391.457	1105	541	127	182.95	174
ENSSSAG00000105571	39.9963	80.1743	32.1871	5.0053	14.3026	10.2171
ENSSSAG00000105572	48.9686	164.3101	31.3793	19.9043	42.7922	24.2219
ENSSSAG00000105573	0	0	0	0	0	0
ENSSSAG00000105581	9	6	2	1	3	3
ENSSSAG00000105582	0	0	0	0	0	0
ENSSSAG00000105583	4.57808	21.2789	12.9347	0	0	0
ENSSSAG00000105589	16.41375	27.34202	16.33682	16.0282	17.0546	27.7211
ENSSSAG00000105591	108.91078	172.85384	207.98011	182.762	167.995	108.0520002
ENSSSAG00000105593	1650.4814	3810.7993	835.0426273	46.90042599	32.28719	34.16562
ENSSSAG00000105598	78.0578	194.755	347.825	402.687	588.24	351.666
ENSSSAG00000105599	22.34699	18.5958	8.518919	0	0	0
ENSSSAG00000105600	232	593.317	229	69	64	63
ENSSSAG00000105601	7.12569	5.0862	10.1408	10.1715	17.2814	13.2386
ENSSSAG00000105605	139.2919	291.7867	98.23358	6.30959	6.00418	5.00804
ENSSSAG00000105606	72	1006.24	20.5746	0	0	1.09411
ENSSSAG00000105607	4.15857	3.1745	2.0096	0	1.03471	0
ENSSSAG00000105609	0	0	0	0	0	0
ENSSSAG00000105610	99.348	406.592	801.876	7.11076	20.2896	33.0044
ENSSSAG00000105613	568.82	1216.49	408.175	151.248	163.027	127.34
ENSSSAG00000105615	8.39661	22.1261	4.27699	3.26102	8.36426	1.32691
ENSSSAG00000105616	77.3173	266.095	85.3683	19.6734	39.2797	22.5234
ENSSSAG00000105617	17.22548	43.14834	17.1043	5	8.02066	6.200139321
ENSSSAG00000105618	1.00566	2.55982	1.16613	4.11506	1.05089	0
ENSSSAG00000105620	29.1427	72.92898	35.03431	5.08766	14.8326	13.0464
ENSSSAG00000105621	98.97501	254.5993	106.48157	24.68473	22.7451	21.4577
ENSSSAG00000105622	2.3228	25.4675	10.9083	10.987	1.36864	1.89419
ENSSSAG00000105623	173.32284	295.9176781	195.3897	75.8857	71.76746596	134.6889519
ENSSSAG00000105625	0	0	0	0	1	0
ENSSSAG00000105626	82.04448	271.0001	93.99998	13	14	8
ENSSSAG00000105629	41.24985	234.1317	35.0397	31.95791	31.94814286	24.1167
ENSSSAG00000105630	16.2583	58.959	4.57158	4.42826	3.21428	8.31687
ENSSSAG00000105633	91.93300226	140.2502	147.6587	105.1606814	63.501	75.2543
ENSSSAG00000105636	0	0	0	0	0	0
ENSSSAG00000105638	4	0	0	0	0	0
ENSSSAG00000105642	99.4961	127.1	71.7397	8.35714	9.132	8.19588
ENSSSAG00000105643	50.4874	65.1068	39.1353	81.7569	126.244	123.016
ENSSSAG00000105649	0	7.918	1.50143	31.014	4.16118	6.11988
ENSSSAG00000105650	111.227	147.399	84.5713	27.1938	15.5531	14.2889
ENSSSAG00000105651	1408.789	3067.211	1751.552	540.7729	422.2818	410.45
